Gene.ID	Gene.symbol	Description	Scientific.name	Common.name	RefSeq.Transcript.accessions	RefSeq.Protein.accessions	SPARCLE.ID	Curation.Status	RefseqSelect	Default.sequence	human_pctid	colour
101809605	DPP4	dipeptidyl peptidase 4	Ficedula albicollis	collared flycatcher	XM_005049424.1	XP_005049481.1	14933217	model		default-seq	54.6	#B1DCEA
104693929	DPP4	dipeptidyl peptidase 4	Corvus cornix cornix		XM_010406892.2	XP_010405194.1	14933217	model		default-seq	63.7	#E9EDD8
103625582	DPP4	dipeptidyl peptidase 4	Corvus brachyrhynchos	American crow	XM_017726999.1	XP_017582488.1	14933217	model		default-seq	62.1	#E1F2F3
116446349	DPP4	dipeptidyl peptidase 4	Corvus moneduloides	New Caledonian crow	XM_032114053.1	XP_031969944.1	NA	model		default-seq	59.2	#CDE9F2
113994772	DPP4	dipeptidyl peptidase 4	Pipra filicauda	Wire-tailed manakin	XM_027734190.1	XP_027589991.1	14933217	model		default-seq	63.9	#E9EDD8
103766789	DPP4	dipeptidyl peptidase 4	Manacus vitellinus	golden-collared manakin	XM_018072536.2	XP_017928025.2	NA	model		default-seq	63.9	#E9EDD8
108507927	DPP4	dipeptidyl peptidase 4	Lepidothrix coronata	blue-crowned manakin	XM_017836291.1	XP_017691780.1	14933217	model		default-seq	64.1	#E9EDD8
113944339	DPP4	dipeptidyl peptidase 4	Corapipo altera	White-ruffed manakin	XM_027637334.1	XP_027493135.1	14933217	model		default-seq	58.2	#C6E6F0
113965389	DPP4	dipeptidyl peptidase 4	Neopelma chrysocephalum	saffron-crested tyrant-manakin	XM_027678754.1	XP_027534555.1	14933217	model		default-seq	63.2	#E5EFE5
114065787	DPP4	dipeptidyl peptidase 4	Empidonax traillii	willow flycatcher	XM_027899945.1	XP_027755746.1	14933217	model		default-seq	63.2	#E5EFE5
103811564	DPP4	dipeptidyl peptidase 4	Acanthisitta chloris	rifleman	XM_009084548.1	XP_009082796.1	14933217	model		default-seq	61.1	#DBF0F6
106895345	DPP4	dipeptidyl peptidase 4	Calidris pugnax	ruff	XM_014954723.1	XP_014810209.1	14933217	model		default-seq	64.5	#E9EDD8
424187	DPP4	dipeptidyl peptidase 4	Gallus gallus	chicken	NM_001031255.3	NP_001026426.2	14933217	curated		default-seq	65.2	#EDEACA
116232919	DPP4	dipeptidyl peptidase 4	Phasianus colchicus	Ring-necked pheasant	XM_031599555.1	XP_031455415.1	NA	model		default-seq	65	#EDEACA
110399925	DPP4	dipeptidyl peptidase 4	Numida meleagris	helmeted guineafowl	XM_021399401.1	XP_021255076.1	14933217	model		default-seq	64.9	#EDEACA
107316964	DPP4	dipeptidyl peptidase 4	Coturnix japonica	Japanese quail	XM_015869085.2	XP_015724571.1	14933217	model		default-seq	64.7	#EDEACA
116490649	DPP4	dipeptidyl peptidase 4	Aythya fuligula	tufted duck	XM_032190032.1	XP_032045923.1	NA	model		default-seq	64.5	#E9EDD8
101798883	DPP4	dipeptidyl peptidase 4	Anas platyrhynchos	mallard	XM_027461607.1	XP_027317408.1	14933217	model		default-seq	59.6	#D4EDF4
106029823	DPP4	dipeptidyl peptidase 4	Anser cygnoides domesticus		XM_013171141.1	XP_013026595.1	14933217	model		default-seq	61.5	#E1F2F3
112971975	DPP4	dipeptidyl peptidase 4	Apteryx rowi	Okarito brown kiwi	XM_026077941.1	XP_025933726.1	14933217	model		default-seq	65	#EDEACA
106499099	DPP4	dipeptidyl peptidase 4	Apteryx mantelli mantelli		XM_013960467.1	XP_013815921.1	14933217	model		default-seq	63	#E5EFE5
112979970	DPP4	dipeptidyl peptidase 4	Dromaius novaehollandiae	emu	XM_026094533.1	XP_025950318.1	14933217	model		default-seq	63.4	#E5EFE5
104144967	DPP4	dipeptidyl peptidase 4	Struthio camelus australis		XM_009676244.1	XP_009674539.1	14933217	model		default-seq	59.4	#CDE9F2
104581230	DPP4	dipeptidyl peptidase 4	Tinamus guttatus	white-throated tinamou	XM_010228801.1	XP_010227103.1	14933217	model		default-seq	61.5	#E1F2F3
112946671	DPP4	dipeptidyl peptidase 4	Nothoprocta perdicaria		XM_026038601.1	XP_025894386.1	14933217	model		default-seq	63.9	#E9EDD8
109322495	DPP4	dipeptidyl peptidase 4	Crocodylus porosus	Australian saltwater crocodile	XM_019553546.1	XP_019409091.1	14933217	model		default-seq	61.6	#E1F2F3
109301603	DPP4	dipeptidyl peptidase 4	Gavialis gangeticus	Gharial	XM_019522838.1	XP_019378383.1	12012129	model		default-seq	62.7	#E5EFE5
102560124	DPP4	dipeptidyl peptidase 4	Alligator mississippiensis	American alligator	XM_019480219.1	XP_019335764.1	14933217	model		default-seq	62.5	#E1F2F3
102384997	DPP4	dipeptidyl peptidase 4	Alligator sinensis	Chinese alligator	XM_014526682.2	XP_014382168.1	14933217	model		default-seq	61.4	#DBF0F6
116838409	DPP4	dipeptidyl peptidase 4	Chelonoidis abingdonii	Abingdon island giant tortoise	XM_032803566.1	XP_032659457.1	NA	model		default-seq	65.2	#EDEACA
101953968	DPP4	dipeptidyl peptidase 4	Chrysemys picta	Painted turtle	XM_008178460.2	XP_008176682.1	14933217	model		default-seq	64.6	#EDEACA
102941165	DPP4	dipeptidyl peptidase 4	Chelonia mydas	Green sea turtle	XM_027819101.1	XP_027674902.1	14933217	model		default-seq	65.5	#F0E8BD
102463211	DPP4	dipeptidyl peptidase 4	Pelodiscus sinensis	Chinese soft-shelled turtle	XM_006114841.3	XP_006114903.1	14933217	model		default-seq	64.9	#EDEACA
113416500	DPP4	dipeptidyl peptidase 4	Notechis scutatus	mainland tiger snake	XM_026674413.1	XP_026530198.1	14933217	model		default-seq	61.6	#E1F2F3
113434124	DPP4	dipeptidyl peptidase 4	Pseudonaja textilis		XM_026697155.1	XP_026552940.1	14933217	model		default-seq	61.8	#E1F2F3
106544015	DPP4	dipeptidyl peptidase 4	Thamnophis sirtalis		XM_014060153.1	XP_013915628.1	12012129	model		default-seq	61.8	#E1F2F3
116503999	DPP4	dipeptidyl peptidase 4	Thamnophis elegans	Western terrestrial garter snake	XM_032210812.1	XP_032066703.1	NA	model		default-seq	61.7	#E1F2F3
107294535	DPP4	dipeptidyl peptidase 4	Protobothrops mucrosquamatus		XM_015823769.2	XP_015679255.2	12012129	model		default-seq	62.4	#E1F2F3
103051704	DPP4	dipeptidyl peptidase 4	Python bivittatus	Burmese python	XM_015889596.2	XP_015745082.1	14933217	model		default-seq	61.7	#E1F2F3
110081571	DPP4	dipeptidyl peptidase 4	Pogona vitticeps	central bearded dragon	XM_020798351.1	XP_020654010.1	14933217	model		default-seq	64.5	#E9EDD8
100554124	dpp4	dipeptidyl peptidase 4	Anolis carolinensis	green anole	XM_016996737.1	XP_016852226.1	14933217	model		default-seq	62.7	#E5EFE5
107108199	DPP4	dipeptidyl peptidase 4	Gekko japonicus		XM_015408604.1	XP_015264090.1	14933217	model		default-seq	64	#E9EDD8
115473861	DPP4	dipeptidyl peptidase 4	Microcaecilia unicolor		XM_030209009.1	XP_030064869.1	NA	model		default-seq	56.7	#BFE3EE
115093611	DPP4	dipeptidyl peptidase 4	Rhinatrema bivittatum	two-lined caecilian	XM_029605604.1	XP_029461464.1	NA	model		default-seq	58.8	#CDE9F2
548987	dpp4	dipeptidyl-peptidase 4	Xenopus tropicalis	tropical clawed frog	XM_012970411.3	XP_012825865.2	NA	model		default-seq	54	#ABD9E9
