Gene.ID	Gene.symbol	Description	Scientific.name	Common.name	RefSeq.Transcript.accessions	RefSeq.Protein.accessions	SPARCLE.ID	Curation.Status	RefseqSelect	Default.sequence	human_pctid	colour
103896937	ACE2	angiotensin I converting enzyme 2	Aptenodytes forsteri	emperor penguin	XM_009276865.1	XP_009275140.1	11117526	model		default-seq	66.7	#F4E5AF
103771950	ACE2	angiotensin I converting enzyme 2	Merops nubicus	carmine bee-eater	XM_008939271.1	XP_008937519.1	11117526	model		default-seq	65.1	#EDEACA
104063399	ACE2	angiotensin I converting enzyme 2	Cuculus canorus	common cuckoo	XM_009565569.1	XP_009563864.1	11117526	model		default-seq	65.9	#F0E8BD
104481125	ACE2	angiotensin I converting enzyme 2	Chlamydotis macqueenii	Macqueen's bustard	XM_010122221.1	XP_010120523.1	11117526	model		default-seq	65.1	#EDEACA
104350299	ACE2	angiotensin I converting enzyme 2	Leptosomus discolor	cuckoo roller	XM_009956091.1	XP_009954393.1	11117526	model		default-seq	65.8	#F0E8BD
104310140	ACE2	angiotensin I converting enzyme 2	Picoides pubescens	Downy woodpecker	XM_009911547.1	XP_009909849.1	NA	model		default-seq	31.9	#333E99
104127303	ACE2	angiotensin I converting enzyme 2	Egretta garzetta	little egret	XM_009639962.1	XP_009638257.1	11117526	model		default-seq	65.2	#EDEACA
104527265	ACE2	angiotensin I converting enzyme 2	Antrostomus carolinensis	chuck-will's-widow	XM_010170936.1	XP_010169238.1	11117526	model		default-seq	64.5	#E9EDD8
104273417	ACE2	angiotensin I converting enzyme 2	Apaloderma vittatum	bar-tailed trogon	XM_009868754.1	XP_009867056.1	11117526	model		default-seq	64.8	#EDEACA
104495535	ACE2	angiotensin I converting enzyme 2	Buceros rhinoceros silvestris		XM_010138511.1	XP_010136813.1	11117526	model		default-seq	64.1	#E9EDD8
102095592	ACE2	angiotensin I converting enzyme 2	Columba livia	rock pigeon	XM_021298811.1	XP_021154486.1	11117526	model		default-seq	63.6	#E9EDD8
104334989	ACE2	angiotensin I converting enzyme 2	Opisthocomus hoazin		XM_009940668.1	XP_009938970.1	11117526	model		default-seq	62.8	#E5EFE5
104470941	ACE2	angiotensin I converting enzyme 2	Pterocles gutturalis	yellow-throated sandgrouse	XM_010086071.1	XP_010084373.1	11117522	model		default-seq	54.1	#ABD9E9
104374083	ACE2	angiotensin I converting enzyme 2	Tauraco erythrolophus	red-crested turaco	XM_009980113.1	XP_009978415.1	11117522	model		default-seq	58.6	#CDE9F2
116230727	ACE2	angiotensin I converting enzyme 2	Phasianus colchicus	Ring-necked pheasant	XM_031596059.1	XP_031451919.1	NA	model		default-seq	65.7	#F0E8BD
107325566	ACE2	angiotensin I converting enzyme 2	Coturnix japonica	Japanese quail	XM_015886577.2	XP_015742063.1	11117526	model		default-seq	66.5	#F0E8BD
418623	ACE2	angiotensin I converting enzyme 2	Gallus gallus	chicken	XM_416822.5	XP_416822.2	11117526	model		default-seq	65.6	#F0E8BD
110392736	ACE2	angiotensin I converting enzyme 2	Numida meleagris	helmeted guineafowl	XM_021385056.1	XP_021240731.1	11117526	model		default-seq	64.8	#EDEACA
116498237	ACE2	angiotensin I converting enzyme 2	Aythya fuligula	tufted duck	XM_032202495.1	XP_032058386.1	NA	model		default-seq	65.2	#EDEACA
101792697	ACE2	angiotensin I converting enzyme 2	Anas platyrhynchos	mallard	XM_013094461.3	XP_012949915.2	11117526	model		default-seq	64.7	#EDEACA
106037784	ACE2	angiotensin I converting enzyme 2	Anser cygnoides domesticus		XM_013183846.1	XP_013039300.1	11117526	model		default-seq	64.5	#E9EDD8
112943996	ACE2	angiotensin I converting enzyme 2	Nothoprocta perdicaria		XM_026035320.1	XP_025891105.1	11117526	model		default-seq	66.5	#F0E8BD
104572141	ACE2	angiotensin I converting enzyme 2	Tinamus guttatus	white-throated tinamou	XM_010219282.1	XP_010217584.1	11117526	model		default-seq	66.1	#F0E8BD
112995661	ACE2	angiotensin I converting enzyme 2	Dromaius novaehollandiae	emu	XM_026120784.1	XP_025976569.1	11117526	model		default-seq	64.8	#EDEACA
106490772	ACE2	angiotensin I converting enzyme 2	Apteryx mantelli mantelli		XM_013950282.1	XP_013805736.1	11117526	model		default-seq	62.4	#E1F2F3
112976192	ACE2	angiotensin I converting enzyme 2	Apteryx rowi	Okarito brown kiwi	XM_026087161.1	XP_025942946.1	11117526	model		default-seq	65.8	#F0E8BD
104140442	ACE2	angiotensin I converting enzyme 2	Struthio camelus australis		XM_009669200.1	XP_009667495.1	11117526	model		default-seq	64.5	#E9EDD8
109303314	ACE2	angiotensin I converting enzyme 2	Gavialis gangeticus	Gharial	XM_019525515.1	XP_019381060.1	11117526	model		default-seq	65.8	#F0E8BD
109306030	ACE2	angiotensin I converting enzyme 2	Crocodylus porosus	Australian saltwater crocodile	XM_019529281.1	XP_019384826.1	11117526	model		default-seq	65.7	#F0E8BD
102570994	ACE2	angiotensin I converting enzyme 2	Alligator mississippiensis	American alligator	XM_019495142.1	XP_019350687.1	11117526	model		default-seq	66	#F0E8BD
102388701	ACE2	angiotensin I converting enzyme 2	Alligator sinensis	Chinese alligator	XM_025210843.1	XP_025066628.1	11117526	model		default-seq	65.6	#F0E8BD
116821846	ACE2	angiotensin I converting enzyme 2	Chelonoidis abingdonii	Abingdon island giant tortoise	XM_032775306.1	XP_032631197.1	NA	model		default-seq	66.5	#F0E8BD
102938941	ACE2	angiotensin I converting enzyme 2	Chelonia mydas	Green sea turtle	XM_007070499.1	XP_007070561.1	11117526	model		default-seq	66.2	#F0E8BD
101950848	ACE2	angiotensin I converting enzyme 2	Chrysemys picta	Painted turtle	XM_024108749.1	XP_023964517.1	11117526	model		default-seq	64.6	#EDEACA
102452742	ACE2	angiotensin I converting enzyme 2	Pelodiscus sinensis	Chinese soft-shelled turtle	XM_006122829.3	XP_006122891.1	11117526	model		default-seq	66.7	#F4E5AF
106553039	ACE2	angiotensin I converting enzyme 2	Thamnophis sirtalis		XM_014071461.1	XP_013926936.1	NA	model		default-seq	31.3	#313695
116515126	ACE2	angiotensin I converting enzyme 2	Thamnophis elegans	Western terrestrial garter snake	XM_032227043.1	XP_032082934.1	NA	model		default-seq	58.2	#C6E6F0
113445202	ACE2	angiotensin I converting enzyme 2	Pseudonaja textilis		XM_026714269.1	XP_026570054.1	11117526	model		default-seq	57.8	#C6E6F0
113416856	ACE2	angiotensin I converting enzyme 2	Notechis scutatus	mainland tiger snake	XM_026674969.1	XP_026530754.1	11117526	model		default-seq	58.1	#C6E6F0
107290068	ACE2	angiotensin I converting enzyme 2	Protobothrops mucrosquamatus		XM_029284675.1	XP_029140508.1	11117526	model		default-seq	54.7	#B1DCEA
103068164	ACE2	angiotensin I converting enzyme 2	Python bivittatus	Burmese python	XM_007431880.3	XP_007431942.2	11117526	model		default-seq	60	#D4EDF4
100565298	ace2	angiotensin I converting enzyme 2	Anolis carolinensis	green anole	XM_008107248.2	XP_008105455.1	11117526	model		default-seq	62.6	#E5EFE5
110075460	ACE2	angiotensin I converting enzyme 2	Pogona vitticeps	central bearded dragon	XM_020786763.1	XP_020642422.1	11117526	model		default-seq	63	#E5EFE5
107115822	ACE2	angiotensin I converting enzyme 2	Gekko japonicus		XM_015417581.1	XP_015273067.1	11117526	model		default-seq	63.4	#E5EFE5
115092404	ACE2	angiotensin I converting enzyme 2	Rhinatrema bivittatum	two-lined caecilian	XM_029603226.1	XP_029459086.1	NA	model		default-seq	61.4	#DBF0F6
115469546	ACE2	angiotensin I converting enzyme 2	Microcaecilia unicolor		XM_030202314.1	XP_030058174.1	NA	model		default-seq	61.3	#DBF0F6
100486137	ace2	angiotensin I converting enzyme 2	Xenopus tropicalis	tropical clawed frog	XM_002938247.4	XP_002938293.2	NA	model		default-seq	55.4	#B1DCEA
